LABEL,sentences
1,<s> lol copy pics 2 laptop 854 gon na b </s>
1,<s> mygoldenchild17 night </s>
1,<s> work enjoy rain hope everyone great day too </s>
1,<s> extremely unhappy angry ever bus way home </s>
0,<s> headache home alone doi stuff til party upp </s>
1,<s> ca wait saturday night die wear dorset </s>
0,<s> dry july know vices leave http </s>
1,<s> dazzlemethis bag haha ca </s>
1,<s> shamileemac haha blank really warm like seriously soon warm haha feel like someone latin beside go ta bed cup </s>
0,<s> go nice day sun read exams </s>
1,<s> yulianasari u girl </s>
1,<s> monchainow thank mayor monchai get pho soon haha dirty </s>
1,<s> xxitsdaniellexx helllll yes awesome movie love </s>
0,<s> finally single sick double bag dare ever punch still cry </s>
1,<s> mikecarden hi mike well tweet phone texting iphone touch download twitter app </s>
0,<s> such twice worse rat today </s>
0,<s> wo work </s>
1,<s> happy birthday </s>
0,<s> theothermousie marjamma fab time cornice pass quickly though </s>
1,<s> happy even friends </s>
1,<s> treypeezy go church yesterday well nature walk church nature </s>
0,<s> sleepy time headache miss jessica aka jessiekitty </s>
0,<s> confessing7girl point take </s>
0,<s> barber00 expect </s>
0,<s> happy apprentice winner apprentice </s>
0,<s> marco1419 lucky finish next week tuesday </s>
0,<s> back clinical laboratory sciences hate microbiology still good morning church dummy branch </s>
0,<s> two step forward one huge stumble back skate wish better job could afford stuff </s>
0,<s> free wifi sf raft awesome sf windy awesome </s>
1,<s> sunrisesister good sleep well </s>
0,<s> back work tire hell feel cold come </s>
1,<s> lakers cook nuggets cook </s>
0,<s> miss ang goose way much </s>
1,<s> suture old goat gordon ramsay would say thai beef salad yum nea do </s>
1,<s> paul cheer sir look </s>
0,<s> hairbrained www </s>
0,<s> josheddy knowwwwww girlfriend need job get ta go back interview </s>
1,<s> ok time bed goodnight </s>
0,<s> aaaaaa forget buy green tea la </s>
1,<s> coliwilso lot bacon friend </s>
1,<s> head sore finish work late really sunny outside wear funky pink sunglasses im happy atm </s>
0,<s> drive around randomly lose today red flag still hold try say something </s>
1,<s> game138 ballet class </s>
1,<s> facebook ð½ð¾ñ ð½ð¾ ñ final cut ñ ð¾ ñ ð¾ð²ñ ðµð¼ ð½ðµ ñ </s>
0,<s> www love apology look sad amp disappoint wonder go instead show 4 2 be </s>
1,<s> jovileiann dude u need get ur ass hiddenbrooke amp join line pool </s>
0,<s> literary love btw randomly people find yamamoto journals wtf </s>
0,<s> wish time walk london bridge morning would stun alas cyclists slow bus much </s>
1,<s> stephpangjaya thank </s>
1,<s> 17 tonight </s>
1,<s> french welcome </s>
1,<s> namenick thank audiobook mention </s>
0,<s> jencummins16 sorry area longer colorado </s>
1,<s> bus extremely early today bet people miss bite </s>
0,<s> ill </s>
1,<s> break news e und pe casa preset care area sa se prince si nu sunt eu </s>
0,<s> ca wait play leeds birthday wish tour though </s>
0,<s> work time fly cant want till 2pm sleep </s>
0,<s> biggest headache must meeegelll pie crust slap face twice haha </s>
1,<s> establish </s>
1,<s> home good weekend </s>
0,<s> thedavidblaise even though drink think cool </s>
1,<s> too someone mention use google analytics make psychedelia smile </s>
1,<s> jlsegarra love thank try </s>
1,<s> ges everyday </s>
1,<s> divine like 2 laugh good time follow simple </s>
0,<s> wish go back work tomorrow </s>
1,<s> series venetian blind may take word </s>
0,<s> nla acid twitter chamber vegas tell hi bust move bad hong </s>
1,<s> find im work woodland skate camp summer </s>
1,<s> rain dont get grill word streets cities hehehehe love big sis </s>
0,<s> gh really dont wan na leave florida beautiful people meet absolutely amaze </s>
1,<s> bigger fan actors never every hear end one </s>
0,<s> rakeshagrawal take beyond come mac either really want get rid last pc house </s>
1,<s> friend come create something http see later twitterville </s>
0,<s> nelldamylf www maybe gon na go get one today bt two fire alarm tire run n da stairs stay </s>
0,<s> let go want divatheriva want grill chicken salad thats much 2 ask </s>
0,<s> oi headache </s>
1,<s> queenquelly tell u </s>
0,<s> love art project </s>
0,<s> hungry 3 hours leave lunch </s>
1,<s> ijanette haha confuse okay </s>
1,<s> last begin twitter </s>
0,<s> sleep well weekend much mind guess </s>
1,<s> detention haha awesome love book pure genius </s>
0,<s> damn dummy camp </s>
1,<s> play splinter cell double agent </s>
0,<s> domingo night bore </s>
0,<s> maybe princess hours dvd back go miss </s>
1,<s> libbywalsh walshyyy get twitter </s>
1,<s> apps get forget send last one private leigh u </s>
1,<s> tonikaras please read dm </s>
0,<s> oh man stomach give hard time right </s>
1,<s> billyraycyrus omg come im argentina </s>
0,<s> always turn overtime </s>
1,<s> toothsoup sure thing </s>
0,<s> go finish english compare still homework complete http </s>
0,<s> get bak jet king awesome almost break thumb </s>
1,<s> djvictorsalazar oh cool think might want see do biz </s>
1,<s> lucky nurse friends kate keep check every hour even tho away make feel better </s>
1,<s> noone yourmamaknows quantum leap </s>
0,<s> last meal contest also add ultimatefoodie contributors encourage respond ca win card </s>
1,<s>  </s>
1,<s> honey101 anon dead cute although think dot th confidence 2 semi final imagine th rv lol </s>
1,<s> chloebli hey carnavilistic day wood make word </s>
0,<s> tomato soup taste like red pepper </s>
0,<s> trace027 go couldnt find </s>
1,<s> wokeupinrayn wow soon cute </s>
0,<s> take shower damn weekend </s>
1,<s> langue limit story 140 ch tell annoy help relieve stress </s>
1,<s> 700th update </s>
1,<s> nolanreiten mc hammer lol coffee tonight look nice </s>
0,<s> onefullyear wearebirds im super jealous want </s>
1,<s> engl8sh cpt gt gt last day cell hours </s>
1,<s> watch wwe 3 text </s>
0,<s> give dog back mom miss get purebred golden retrieve puppy </s>
0,<s> carson tonight hardbean solo tyler learn new songs throughout day try </s>
1,<s> phoenix know prosperous </s>
0,<s> mcpattz oh man miss </s>
0,<s> know life fill disappointment think fair share honestly sick disappoint </s>
1,<s> impossible quiz take long load 300 update ftw </s>
1,<s> always </s>
0,<s> well finally move broadband home though </s>
0,<s> michellelynn69 key lmaz amp suck barely enu bar things text try blip song ya </s>
0,<s> sweet dear ms macabroso miss </s>
1,<s> mariahcarey yes please </s>
1,<s> go watch boys </s>
0,<s> miss befriend timo spend time today aaahhhh fun fun </s>
1,<s> vernongarrett oh see tweet last night get denver </s>
1,<s> yourproxycomm thank follow </s>
0,<s> lol think weird lol say </s>
0,<s> try hour half get sleep nothing work already early ish night </s>
1,<s> ljboldyrev email least try contact roger dude info link super fast reply email </s>
0,<s> eat breakfast bff last day cp </s>
1,<s> prettysprinkles still playschool love playschool little </s>
1,<s> dance2jeffrey already watch video lol </s>
0,<s> extra super late csc conference free day teachers b4 actual thing start tomorrow could get bed </s>
0,<s> want call </s>
1,<s> bbl ppl go help move furniture sisters new daycare </s>
1,<s> justinofg4p hope feel better </s>
0,<s> ramielemalubay gh whoever keep seriously need stop get end life delete tho cup win </s>
1,<s> back soccer courtskies im never late know time meet outside step x </s>
0,<s> feet pound eye burn neck kill back hurt summit gon na make deadline sad danny get vote </s>
1,<s> mum wake 10 say go shop 5 minutes get ready breakfast show center </s>
0,<s> cmaecy nareejo cant vote cant open dang site bueno </s>
0,<s> bore office usual hope pay come tomorrow </s>
1,<s> shapeshealth dont want kill haha </s>
1,<s> monikinhams echo que aj </s>
1,<s> box new dc shoe buy london </s>
1,<s> loveeee ny get breakfast gon na go mimic soon tiredddd miss afeeee love </s>
0,<s> hey mike decide like twitter </s>
0,<s> still domestic goddess clothe wash pack check hover check wash check top floor yet </s>
1,<s> bb mtv movie award </s>
0,<s> head home miss already braintree </s>
0,<s> agree work gorgeous day </s>
0,<s> still ca hear leave ear </s>
0,<s> u doi tonight without </s>
0,<s> get bed guilty pleasure console wake 645 tomorrow </s>
0,<s> work freelance </s>
1,<s> kick learn better </s>
0,<s> www hon sweet hobby cambria well home alone tonight </s>
0,<s> nikimontazaran oops ok ca really nap since people check </s>
0,<s> watch hill sad lauren last show </s>
0,<s> germany get home miss dj sami bad get chief meet 3 </s>
1,<s> tricitieschamb good see </s>
1,<s> speed timelordsimone woman double whilst pearson1990 try top starbucks far old men </s>
1,<s> home aloneeeeeeeeeeeee spooky haha blast music wait sarah wake stand booty </s>
0,<s> suppose upside smile </s>
1,<s> heywidya note stay home here </s>
1,<s> wow new moon trailer wow speeches go amazinggggg </s>
0,<s> oh great twitterfon advert coldplay advert </s>
1,<s> courtneysit course </s>
1,<s> hockey oh throw zyrtec </s>
0,<s> croatia szombathely jazz camp start tomorrow </s>
1,<s> im sit super nervous chiodos contest hope win </s>
1,<s> joy vote http </s>
1,<s> man incredible sunday afternoon nap ready church tonight </s>
0,<s> jasmine lol hear thats fine long make documentary cant wait chris come back </s>
0,<s> sims 2 addict know slow someone get sims 3 </s>
1,<s> boborama lol bob well good thing worry wish could make one day </s>
1,<s> true best dream </s>
1,<s> watch slumdog millionaire miss cinema top mark excellent film </s>
1,<s> give idea early get week sleep till sound like heaven </s>
1,<s> chinese food mmmm </s>
0,<s> breech stupid bad habit need sleep cant </s>
0,<s> www suck </s>
1,<s> calisummer night call good never fight men sweet dream joe </s>
1,<s> stick work really feel like anything guess stick read meaningless tweet </s>
0,<s> feel like shit alcohol much food girl night food hangover suck get ta run 2 hours </s>
1,<s> lisamurray </s>
0,<s> ajanay7 smh summit man </s>
1,<s> becabear 1000 make sure word poo ball underbelly suck ball give wk 3 </s>
1,<s> sebastian vet amp nico roster lt 3 guy talented cool congratulations lol </s>
0,<s> nothing like breakfast bed ur sick </s>
1,<s> overrun phone still go strong new chuck episode today yeah </s>
1,<s> herreee again </s>
1,<s> hallcountyga imagine trout bite </s>
1,<s> oh god seriously drink </s>
1,<s> badsuperhero gonna go leicester square cause id get clapham </s>
1,<s> mum dad come food think might lunch </s>
1,<s> holy crap exhaust rest go see wolverine later </s>
1,<s> geegatessxoh </s>
1,<s> willfrancis what real peace </s>
1,<s> happy mother day leigh </s>
1,<s> quot quot babysitting sick joey amp attend seminar time amp later scramble </s>
0,<s> virtualstudios hear sale live az ca poo </s>
0,<s> o2 gps anyone else issue </s>
0,<s> gh still glass head crash </s>
0,<s> georgia tutor pull skirt properly </s>
1,<s> mom amp pop house back gym afternoon great weekend </s>
1,<s> shutouts today chrisandcaleb redguitarfreak emmys20 new follower maggie1321 thank follow guy </s>
1,<s> thank gender rediscover daft punk alive 2007 really enjoy whilst number launch </s>
1,<s> donalvar right zhang you confuse last name </s>
0,<s> drunkengeebee summit click link story make cry </s>
1,<s> ok pretty cool nuns one always talk funny shit others dance macarena us xd </s>
0,<s> drop phone sea wtf im really stick phone couple days damn </s>
1,<s> lovely cloudy day lol </s>
1,<s> damn lose game p strike 3 time row company seem already though </s>
1,<s> swaps0trend realize follow wo get right 2 follow lol </s>
1,<s> daysdifference http awesome </s>
1,<s> coilhouse print ad look great issue 3 july iam excite page ad look cool </s>
1,<s> ebonyintuition tiffany ai never lie pancake smell like heaven must look like lol </s>
1,<s> home long great day bout shower kick hit tha cellular </s>
1,<s> torehtard aw feel special probably read homework school tomorrow gt lt dn </s>
0,<s> cooleycakeface nigra let chick talk anyway feel like assshooolllleee </s>
1,<s> sui sushi miss u roll red carpet </s>
1,<s> joe4pixelworks ok freedom choice ich find coda perfect </s>
0,<s> vicbeezy michelle trachtenberg could make terrify getoutgetoutgetougetooooouuuuuuuuuuuuutttttttt </s>
0,<s> great time last even still chores feel good today either </s>
1,<s> start plan phase new top secret web project info come </s>
0,<s> nikkithebee weeeell sure go yet slight possibility scam </s>
0,<s> headache voodoo worth haha </s>
1,<s> remind morning big fan yard sales </s>
0,<s> officially apartment ca move another week cause truck need new brake </s>
1,<s> haha reason love fly tweet today constantly sound like im stalk </s>
0,<s> damn forget today gun miss work hopefully someone record </s>
1,<s> still need see requiem dream really wan na see jar let new film take look amaze </s>
0,<s> jazz27 earth suck recognise true greatness fishfinger sandwich always pity </s>
1,<s> nnardelli email round http another blog entry workload manager policy xml format part ii </s>
1,<s> tamihackbarth cool know anybody jp amp mm pix fun bunch u would happy know jp amp talk yoga </s>
0,<s> valerierenee sad things rikkilazao picture tuck back </s>
1,<s> enrolment tom probably part late reg please give 18 units subject </s>
1,<s> twitter well least think get thing eventually </s>
1,<s> ninoushka woofwednesday day </s>
0,<s> another early day </s>
0,<s> parent house get </s>
1,<s> nathanryder go way east might ok hope feet stay dry x </s>
0,<s> emjaystar know devastate 2 see little toy go something one go </s>
